Supplier_Name,Part_Number,Price_USD,PO_Number,PO_Created_Date,Original_Promise_Date,Supplier_Delivered_Date,Delivery_Speed_Days,Delay_Days,On_Time_Delivery,Year
Supplier A,PART-0017,107.04,PO-405638,2025-01-13,2025-01-19,2025-01-17,4,-2,1,2025
Supplier B,PART-0090,161.61,PO-405639,2024-02-04,2024-02-22,2024-02-29,25,7,0,2024
Supplier B,PART-0085,379.96,PO-405640,2025-03-27,2025-04-21,2025-04-29,33,8,0,2025
Supplier B,PART-0068,372.21,PO-405641,2024-09-30,2024-10-13,2024-10-19,19,6,0,2024
Supplier C,PART-0038,251.96,PO-405642,2025-11-22,2025-12-11,2025-12-14,22,3,0,2025
Supplier B,PART-0027,216.6,PO-405643,2025-06-02,2025-06-23,2025-07-08,36,15,0,2025
Supplier B,PART-0068,382.65,PO-405644,2024-12-21,2025-01-06,2025-01-12,22,6,0,2024
Supplier A,PART-0020,59.2,PO-405645,2025-02-23,2025-02-28,2025-02-26,3,-2,1,2025
Supplier C,PART-0059,309.15,PO-405646,2025-07-02,2025-07-26,2025-08-06,35,11,0,2025
Supplier C,PART-0025,339.49,PO-405647,2025-03-04,2025-03-28,2025-04-01,28,4,0,2025
Supplier B,PART-0023,339.6,PO-405648,2024-11-20,2024-12-04,2024-12-13,23,9,0,2024
Supplier C,PART-0013,308.22,PO-405649,2024-04-28,2024-05-20,2024-05-31,33,11,0,2024
Supplier C,PART-0022,190.28,PO-405650,2024-05-20,2024-06-09,2024-06-23,34,14,0,2024
Supplier C,PART-0019,239.5,PO-405651,2024-07-28,2024-08-17,2024-08-21,24,4,0,2024
Supplier A,PART-0062,398.5,PO-405652,2024-12-01,2024-12-26,2024-12-31,30,5,0,2024
Supplier A,PART-0030,67.1,PO-405653,2025-06-14,2025-06-17,2025-06-15,1,-2,1,2025
Supplier A,PART-0046,320.9,PO-405654,2024-04-07,2024-04-20,2024-04-21,14,1,0,2024
Supplier C,PART-0071,89.62,PO-405655,2024-05-24,2024-05-29,2024-05-28,4,-1,1,2024
Supplier A,PART-0053,269.58,PO-405656,2024-07-13,2024-07-26,2024-07-29,16,3,0,2024
Supplier B,PART-0088,205.74,PO-405657,2025-10-12,2025-10-24,2025-10-27,15,3,0,2025
Supplier C,PART-0007,315.23,PO-405658,2025-03-09,2025-03-29,2025-04-13,35,15,0,2025
Supplier A,PART-0015,137.41,PO-405659,2025-01-12,2025-01-15,2025-01-13,1,-2,1,2025
Supplier A,PART-0069,217.31,PO-405660,2024-09-07,2024-09-26,2024-09-30,23,4,0,2024
Supplier A,PART-0024,51.55,PO-405661,2024-02-27,2024-03-04,2024-03-01,3,-3,1,2024
Supplier A,PART-0053,323.34,PO-405662,2024-01-03,2024-01-15,2024-01-21,18,6,0,2024
Supplier A,PART-0077,359.35,PO-405663,2025-09-16,2025-10-07,2025-10-22,36,15,0,2025
Supplier B,PART-0023,234.19,PO-405664,2025-06-30,2025-07-19,2025-08-03,34,15,0,2025
Supplier B,PART-0077,221.11,PO-405665,2024-06-25,2024-07-06,2024-07-15,20,9,0,2024
Supplier B,PART-0094,229.82,PO-405666,2024-01-15,2024-02-01,2024-02-10,26,9,0,2024
Supplier A,PART-0079,193.34,PO-405667,2025-07-11,2025-07-30,2025-08-03,23,4,0,2025
Supplier A,PART-0079,253.01,PO-405668,2025-10-03,2025-10-16,2025-10-26,23,10,0,2025
Supplier B,PART-0083,392.52,PO-405669,2024-05-18,2024-06-12,2024-06-14,27,2,0,2024
Supplier B,PART-0055,58.31,PO-405670,2025-10-12,2025-10-16,2025-10-12,0,-4,1,2025
Supplier C,PART-0028,346.67,PO-405671,2024-06-19,2024-07-03,2024-07-09,20,6,0,2024
Supplier C,PART-0072,147.79,PO-405672,2024-10-23,2024-10-30,2024-10-30,7,0,1,2024
Supplier B,PART-0097,349.97,PO-405673,2025-04-27,2025-05-11,2025-05-17,20,6,0,2025
Supplier A,PART-0020,99.71,PO-405674,2025-12-04,2025-12-08,2025-12-03,-1,-5,1,2025
Supplier C,PART-0005,341.04,PO-405675,2024-01-22,2024-02-16,2024-02-21,30,5,0,2024
Supplier C,PART-0081,67.39,PO-405676,2025-02-18,2025-02-22,2025-02-20,2,-2,1,2025
Supplier A,PART-0095,390.64,PO-405677,2024-08-06,2024-08-31,2024-09-09,34,9,0,2024
Supplier B,PART-0085,212.67,PO-405678,2025-06-25,2025-07-16,2025-07-26,31,10,0,2025
Supplier B,PART-0094,335.23,PO-405679,2025-05-25,2025-06-18,2025-06-21,27,3,0,2025
Supplier B,PART-0090,320.59,PO-405680,2024-12-18,2025-01-05,2025-01-07,20,2,0,2024
Supplier C,PART-0025,287.23,PO-405681,2024-12-31,2025-01-13,2025-01-20,20,7,0,2024
Supplier C,PART-0079,78.56,PO-405682,2025-12-28,2026-01-01,2026-01-01,4,0,1,2025
Supplier A,PART-0049,251.43,PO-405683,2025-02-14,2025-02-25,2025-03-10,24,13,0,2025
Supplier C,PART-0089,140.9,PO-405684,2025-11-27,2025-12-02,2025-12-01,4,-1,1,2025
Supplier A,PART-0029,100.31,PO-405685,2025-04-28,2025-05-04,2025-05-02,4,-2,1,2025
Supplier C,PART-0065,164.17,PO-405686,2025-08-28,2025-09-21,2025-09-28,31,7,0,2025
Supplier A,PART-0071,252.87,PO-405687,2025-04-07,2025-04-29,2025-05-14,37,15,0,2025
Supplier B,PART-0022,249.54,PO-405688,2024-11-16,2024-12-10,2024-12-17,31,7,0,2024
Supplier A,PART-0091,235.57,PO-405689,2025-08-07,2025-08-18,2025-08-22,15,4,0,2025
Supplier A,PART-0032,125.24,PO-405690,2024-05-02,2024-05-08,2024-05-06,4,-2,1,2024
Supplier C,PART-0059,169.07,PO-405691,2025-12-27,2026-01-08,2026-01-11,15,3,0,2025
Supplier A,PART-0013,136.21,PO-405692,2025-11-14,2025-11-18,2025-11-15,1,-3,1,2025
Supplier B,PART-0038,59.97,PO-405693,2025-11-21,2025-11-25,2025-11-22,1,-3,1,2025
Supplier A,PART-0035,214.77,PO-405694,2024-07-14,2024-07-31,2024-08-04,21,4,0,2024
Supplier A,PART-0064,356.24,PO-405695,2025-06-03,2025-06-25,2025-07-07,34,12,0,2025
Supplier B,PART-0035,143.44,PO-405696,2024-04-13,2024-04-16,2024-04-16,3,0,1,2024
Supplier C,PART-0047,217.57,PO-405697,2025-11-03,2025-11-24,2025-12-08,35,14,0,2025
Supplier A,PART-0053,223.66,PO-405698,2025-09-22,2025-10-12,2025-10-24,32,12,0,2025
Supplier A,PART-0012,114.04,PO-405699,2025-08-23,2025-08-30,2025-08-29,6,-1,1,2025
Supplier A,PART-0059,166.55,PO-405700,2024-10-14,2024-10-28,2024-10-31,17,3,0,2024
Supplier C,PART-0039,394.7,PO-405701,2025-07-13,2025-08-06,2025-08-16,34,10,0,2025
Supplier B,PART-0020,340.6,PO-405702,2025-05-19,2025-06-13,2025-06-19,31,6,0,2025
Supplier B,PART-0033,216.28,PO-405703,2025-11-23,2025-12-05,2025-12-09,16,4,0,2025
Supplier A,PART-0010,149.14,PO-405704,2025-06-20,2025-06-25,2025-06-21,1,-4,1,2025
Supplier C,PART-0072,125.47,PO-405705,2025-09-29,2025-10-04,2025-09-29,0,-5,1,2025
Supplier B,PART-0003,270.61,PO-405706,2025-12-28,2026-01-08,2026-01-21,24,13,0,2025
Supplier C,PART-0020,203.02,PO-405707,2025-12-02,2025-12-22,2025-12-25,23,3,0,2025
Supplier C,PART-0053,274.68,PO-405708,2025-06-08,2025-06-28,2025-06-30,22,2,0,2025
Supplier C,PART-0100,52.14,PO-405709,2025-11-04,2025-11-11,2025-11-06,2,-5,1,2025
Supplier A,PART-0034,397.41,PO-405710,2025-09-11,2025-09-30,2025-10-05,24,5,0,2025
Supplier B,PART-0068,331.73,PO-405711,2025-01-31,2025-02-13,2025-02-23,23,10,0,2025
Supplier C,PART-0036,185.64,PO-405712,2024-08-18,2024-09-10,2024-09-19,32,9,0,2024
Supplier C,PART-0058,380.43,PO-405713,2024-07-08,2024-08-02,2024-08-06,29,4,0,2024
Supplier A,PART-0003,90.12,PO-405714,2024-02-15,2024-02-20,2024-02-19,4,-1,1,2024
Supplier C,PART-0003,212.26,PO-405715,2025-04-16,2025-05-01,2025-05-13,27,12,0,2025
Supplier B,PART-0059,137.43,PO-405716,2024-11-16,2024-11-19,2024-11-15,-1,-4,1,2024
Supplier A,PART-0051,283.52,PO-405717,2024-01-12,2024-02-01,2024-02-06,25,5,0,2024
Supplier B,PART-0020,398.16,PO-405718,2024-11-30,2024-12-23,2025-01-04,35,12,0,2024
Supplier C,PART-0086,101.18,PO-405719,2024-12-08,2024-12-11,2024-12-07,-1,-4,1,2024
Supplier B,PART-0096,161.1,PO-405720,2025-09-01,2025-09-21,2025-09-23,22,2,0,2025
Supplier C,PART-0009,391.42,PO-405721,2025-12-27,2026-01-12,2026-01-20,24,8,0,2025
Supplier C,PART-0034,193.96,PO-405722,2024-08-01,2024-08-25,2024-09-07,37,13,0,2024
Supplier A,PART-0069,222.12,PO-405723,2025-07-27,2025-08-19,2025-08-24,28,5,0,2025
Supplier B,PART-0100,341.82,PO-405724,2024-04-28,2024-05-10,2024-05-18,20,8,0,2024
Supplier C,PART-0054,162.86,PO-405725,2025-04-21,2025-05-11,2025-05-24,33,13,0,2025
Supplier C,PART-0037,354.74,PO-405726,2025-10-03,2025-10-26,2025-11-06,34,11,0,2025
Supplier A,PART-0059,396.95,PO-405727,2024-09-15,2024-10-04,2024-10-10,25,6,0,2024
Supplier B,PART-0005,180.1,PO-405728,2025-06-12,2025-06-27,2025-07-04,22,7,0,2025
Supplier B,PART-0005,312.45,PO-405729,2025-12-14,2026-01-05,2026-01-20,37,15,0,2025
Supplier A,PART-0016,131.71,PO-405730,2025-02-17,2025-02-21,2025-02-17,0,-4,1,2025
Supplier C,PART-0087,68.24,PO-405731,2024-09-11,2024-09-16,2024-09-14,3,-2,1,2024
Supplier B,PART-0065,69.43,PO-405732,2025-05-23,2025-05-26,2025-05-25,2,-1,1,2025
Supplier B,PART-0045,106.45,PO-405733,2025-11-14,2025-11-17,2025-11-15,1,-2,1,2025
Supplier A,PART-0060,341.34,PO-405734,2025-05-28,2025-06-18,2025-06-25,28,7,0,2025
Supplier B,PART-0040,127.61,PO-405735,2024-05-19,2024-05-24,2024-05-22,3,-2,1,2024
Supplier A,PART-0048,177.04,PO-405736,2025-05-11,2025-05-24,2025-06-02,22,9,0,2025
Supplier B,PART-0021,245.9,PO-405737,2025-01-09,2025-01-20,2025-01-22,13,2,0,2025
Supplier A,PART-0056,175.12,PO-405738,2024-12-15,2025-01-02,2025-01-04,20,2,0,2024
Supplier B,PART-0006,300.28,PO-405739,2025-10-20,2025-11-14,2025-11-27,38,13,0,2025
Supplier C,PART-0097,57.34,PO-405740,2025-12-19,2025-12-25,2025-12-25,6,0,1,2025
Supplier C,PART-0073,138.01,PO-405741,2024-03-13,2024-03-16,2024-03-15,2,-1,1,2024
Supplier B,PART-0017,183.52,PO-405742,2024-10-07,2024-10-23,2024-10-26,19,3,0,2024
Supplier A,PART-0018,101.6,PO-405743,2024-11-29,2024-12-05,2024-12-02,3,-3,1,2024
Supplier B,PART-0008,375.44,PO-405744,2024-07-27,2024-08-21,2024-08-31,35,10,0,2024
Supplier B,PART-0077,180.36,PO-405745,2025-08-01,2025-08-17,2025-08-26,25,9,0,2025
Supplier B,PART-0026,184.61,PO-405746,2025-12-13,2025-12-25,2026-01-08,26,14,0,2025
Supplier B,PART-0018,231.41,PO-405747,2024-07-02,2024-07-16,2024-07-28,26,12,0,2024
Supplier B,PART-0084,291.43,PO-405748,2025-03-10,2025-03-31,2025-04-15,36,15,0,2025
Supplier A,PART-0069,168.86,PO-405749,2024-03-13,2024-03-25,2024-04-09,27,15,0,2024
Supplier C,PART-0003,293.09,PO-405750,2025-03-19,2025-04-09,2025-04-18,30,9,0,2025
Supplier A,PART-0090,266.66,PO-405751,2024-02-28,2024-03-18,2024-03-28,29,10,0,2024
Supplier A,PART-0012,88.35,PO-405752,2025-11-30,2025-12-06,2025-12-01,1,-5,1,2025
Supplier B,PART-0094,191.0,PO-405753,2025-01-20,2025-02-06,2025-02-21,32,15,0,2025
Supplier C,PART-0074,143.89,PO-405754,2025-10-06,2025-10-13,2025-10-12,6,-1,1,2025
Supplier A,PART-0073,372.36,PO-405755,2024-02-12,2024-03-04,2024-03-14,31,10,0,2024
Supplier C,PART-0071,130.55,PO-405756,2025-08-01,2025-08-08,2025-08-04,3,-4,1,2025
Supplier A,PART-0061,178.25,PO-405757,2024-06-13,2024-07-01,2024-07-08,25,7,0,2024
Supplier C,PART-0086,64.3,PO-405758,2024-11-22,2024-11-27,2024-11-27,5,0,1,2024
Supplier B,PART-0062,62.06,PO-405759,2025-07-31,2025-08-05,2025-08-01,1,-4,1,2025
Supplier A,PART-0031,127.84,PO-405760,2024-05-02,2024-05-09,2024-05-08,6,-1,1,2024
Supplier A,PART-0052,258.25,PO-405761,2025-05-09,2025-05-19,2025-05-24,15,5,0,2025
Supplier B,PART-0029,358.94,PO-405762,2024-07-12,2024-07-28,2024-07-29,17,1,0,2024
Supplier A,PART-0022,139.04,PO-405763,2025-06-04,2025-06-08,2025-06-06,2,-2,1,2025
Supplier A,PART-0005,63.51,PO-405764,2024-10-25,2024-10-31,2024-10-29,4,-2,1,2024
Supplier C,PART-0016,386.61,PO-405765,2025-08-28,2025-09-22,2025-09-29,32,7,0,2025
Supplier A,PART-0006,71.0,PO-405766,2024-02-15,2024-02-22,2024-02-22,7,0,1,2024
Supplier B,PART-0099,166.96,PO-405767,2024-06-19,2024-06-30,2024-07-13,24,13,0,2024
Supplier C,PART-0036,326.63,PO-405768,2025-10-16,2025-10-27,2025-11-03,18,7,0,2025
Supplier B,PART-0061,58.51,PO-405769,2025-09-24,2025-10-01,2025-10-01,7,0,1,2025
Supplier A,PART-0016,80.79,PO-405770,2024-05-18,2024-05-23,2024-05-23,5,0,1,2024
Supplier B,PART-0041,139.74,PO-405771,2025-04-28,2025-05-02,2025-05-01,3,-1,1,2025
Supplier B,PART-0007,347.97,PO-405772,2025-06-28,2025-07-18,2025-07-28,30,10,0,2025
Supplier C,PART-0060,244.71,PO-405773,2025-02-19,2025-03-13,2025-03-25,34,12,0,2025
Supplier C,PART-0025,348.48,PO-405774,2024-12-02,2024-12-22,2025-01-05,34,14,0,2024
Supplier B,PART-0003,261.67,PO-405775,2024-07-20,2024-08-07,2024-08-12,23,5,0,2024
Supplier A,PART-0065,203.59,PO-405776,2024-06-05,2024-06-25,2024-07-04,29,9,0,2024
Supplier B,PART-0024,357.31,PO-405777,2024-08-24,2024-09-14,2024-09-19,26,5,0,2024
Supplier A,PART-0039,163.31,PO-405778,2024-04-30,2024-05-13,2024-05-26,26,13,0,2024
Supplier A,PART-0049,334.87,PO-405779,2025-03-11,2025-03-31,2025-04-02,22,2,0,2025
Supplier B,PART-0003,380.68,PO-405780,2025-05-26,2025-06-18,2025-07-01,36,13,0,2025
Supplier A,PART-0098,253.78,PO-405781,2025-03-14,2025-04-07,2025-04-17,34,10,0,2025
Supplier B,PART-0040,79.42,PO-405782,2024-10-19,2024-10-25,2024-10-21,2,-4,1,2024
Supplier B,PART-0099,352.08,PO-405783,2025-04-22,2025-05-08,2025-05-14,22,6,0,2025
Supplier A,PART-0018,77.89,PO-405784,2025-12-07,2025-12-13,2025-12-13,6,0,1,2025
Supplier A,PART-0082,313.21,PO-405785,2024-06-08,2024-07-01,2024-07-03,25,2,0,2024
Supplier A,PART-0095,336.45,PO-405786,2025-11-01,2025-11-13,2025-11-23,22,10,0,2025
Supplier B,PART-0071,383.46,PO-405787,2025-01-15,2025-02-03,2025-02-14,30,11,0,2025
Supplier C,PART-0014,350.61,PO-405788,2024-10-29,2024-11-09,2024-11-20,22,11,0,2024
Supplier B,PART-0086,237.27,PO-405789,2025-03-08,2025-03-28,2025-03-29,21,1,0,2025
Supplier A,PART-0051,198.31,PO-405790,2025-07-23,2025-08-07,2025-08-11,19,4,0,2025
Supplier B,PART-0036,134.49,PO-405791,2024-04-12,2024-04-18,2024-04-18,6,0,1,2024
Supplier B,PART-0047,55.52,PO-405792,2025-10-12,2025-10-16,2025-10-13,1,-3,1,2025
Supplier C,PART-0015,260.0,PO-405793,2025-02-10,2025-03-03,2025-03-07,25,4,0,2025
Supplier B,PART-0051,131.96,PO-405794,2025-12-24,2025-12-30,2025-12-30,6,0,1,2025
Supplier C,PART-0022,297.3,PO-405795,2024-08-25,2024-09-08,2024-09-12,18,4,0,2024
Supplier B,PART-0004,375.76,PO-405796,2024-02-01,2024-02-16,2024-02-27,26,11,0,2024
Supplier A,PART-0028,64.97,PO-405797,2024-12-20,2024-12-27,2024-12-22,2,-5,1,2024
Supplier C,PART-0037,165.35,PO-405798,2024-09-11,2024-09-30,2024-10-05,24,5,0,2024
Supplier A,PART-0075,240.82,PO-405799,2025-08-17,2025-08-28,2025-09-02,16,5,0,2025
Supplier A,PART-0006,97.47,PO-405800,2025-12-02,2025-12-07,2025-12-03,1,-4,1,2025
Supplier C,PART-0005,178.5,PO-405801,2025-09-21,2025-10-16,2025-10-25,34,9,0,2025
Supplier C,PART-0097,58.14,PO-405802,2025-09-02,2025-09-08,2025-09-08,6,0,1,2025
Supplier B,PART-0075,292.25,PO-405803,2024-12-27,2025-01-06,2025-01-12,16,6,0,2024
Supplier C,PART-0047,209.92,PO-405804,2024-04-02,2024-04-21,2024-05-05,33,14,0,2024
Supplier C,PART-0030,250.13,PO-405805,2024-10-27,2024-11-12,2024-11-18,22,6,0,2024
Supplier C,PART-0020,320.91,PO-405806,2025-11-09,2025-11-24,2025-11-26,17,2,0,2025
Supplier C,PART-0076,118.68,PO-405807,2025-10-25,2025-10-31,2025-10-26,1,-5,1,2025
Supplier C,PART-0029,165.75,PO-405808,2024-07-28,2024-08-07,2024-08-09,12,2,0,2024
Supplier C,PART-0093,121.78,PO-405809,2025-08-13,2025-08-19,2025-08-17,4,-2,1,2025
Supplier A,PART-0100,377.01,PO-405810,2025-06-28,2025-07-12,2025-07-20,22,8,0,2025
Supplier B,PART-0085,218.6,PO-405811,2024-01-13,2024-01-23,2024-02-05,23,13,0,2024
Supplier C,PART-0066,286.24,PO-405812,2025-05-13,2025-06-01,2025-06-06,24,5,0,2025
Supplier A,PART-0047,308.83,PO-405813,2024-10-18,2024-10-31,2024-11-13,26,13,0,2024
Supplier C,PART-0045,259.33,PO-405814,2025-06-11,2025-07-04,2025-07-14,33,10,0,2025
Supplier B,PART-0022,223.1,PO-405815,2024-08-03,2024-08-16,2024-08-18,15,2,0,2024
Supplier B,PART-0057,128.12,PO-405816,2024-07-20,2024-07-24,2024-07-19,-1,-5,1,2024
Supplier B,PART-0011,190.09,PO-405817,2025-01-05,2025-01-25,2025-01-29,24,4,0,2025
Supplier A,PART-0085,282.08,PO-405818,2025-11-19,2025-12-14,2025-12-21,32,7,0,2025
Supplier A,PART-0062,338.23,PO-405819,2024-12-06,2024-12-22,2024-12-25,19,3,0,2024
Supplier B,PART-0081,174.39,PO-405820,2025-02-06,2025-02-23,2025-03-03,25,8,0,2025
Supplier C,PART-0032,176.55,PO-405821,2024-11-29,2024-12-12,2024-12-14,15,2,0,2024
Supplier C,PART-0061,306.21,PO-405822,2025-10-17,2025-11-01,2025-11-09,23,8,0,2025
Supplier B,PART-0032,386.56,PO-405823,2024-12-20,2024-12-30,2025-01-01,12,2,0,2024
Supplier B,PART-0046,88.43,PO-405824,2025-03-23,2025-03-26,2025-03-23,0,-3,1,2025
Supplier B,PART-0009,270.09,PO-405825,2025-06-19,2025-06-30,2025-07-12,23,12,0,2025
Supplier B,PART-0017,396.64,PO-405826,2024-02-15,2024-03-03,2024-03-13,27,10,0,2024
Supplier C,PART-0042,253.82,PO-405827,2025-07-22,2025-08-04,2025-08-06,15,2,0,2025
Supplier A,PART-0037,350.27,PO-405828,2025-09-06,2025-09-30,2025-10-04,28,4,0,2025
Supplier B,PART-0072,238.86,PO-405829,2024-02-18,2024-03-14,2024-03-19,30,5,0,2024
Supplier A,PART-0055,309.86,PO-405830,2025-07-26,2025-08-09,2025-08-24,29,15,0,2025
Supplier A,PART-0040,375.04,PO-405831,2024-12-02,2024-12-13,2024-12-19,17,6,0,2024
Supplier A,PART-0095,216.75,PO-405832,2024-06-10,2024-07-01,2024-07-06,26,5,0,2024
Supplier C,PART-0049,189.47,PO-405833,2024-02-17,2024-03-07,2024-03-12,24,5,0,2024
Supplier C,PART-0040,399.13,PO-405834,2025-07-26,2025-08-12,2025-08-19,24,7,0,2025
Supplier A,PART-0007,91.96,PO-405835,2024-04-19,2024-04-25,2024-04-25,6,0,1,2024
Supplier B,PART-0045,98.51,PO-405836,2025-03-09,2025-03-14,2025-03-14,5,0,1,2025
Supplier A,PART-0072,345.49,PO-405837,2024-10-30,2024-11-16,2024-11-18,19,2,0,2024
Supplier C,PART-0054,186.07,PO-405838,2025-12-13,2026-01-01,2026-01-10,28,9,0,2025
Supplier B,PART-0074,338.31,PO-405839,2025-12-04,2025-12-22,2026-01-01,28,10,0,2025
Supplier B,PART-0086,324.76,PO-405840,2025-09-07,2025-09-28,2025-09-30,23,2,0,2025
Supplier C,PART-0008,187.09,PO-405841,2025-12-09,2025-12-26,2025-12-31,22,5,0,2025
Supplier C,PART-0007,203.16,PO-405842,2024-12-27,2025-01-06,2025-01-12,16,6,0,2024
Supplier B,PART-0007,307.9,PO-405843,2025-05-22,2025-06-11,2025-06-18,27,7,0,2025
Supplier B,PART-0030,231.4,PO-405844,2025-07-10,2025-07-20,2025-07-24,14,4,0,2025
Supplier C,PART-0022,205.79,PO-405845,2024-10-05,2024-10-29,2024-11-02,28,4,0,2024
Supplier B,PART-0060,103.24,PO-405846,2025-03-14,2025-03-18,2025-03-16,2,-2,1,2025
Supplier A,PART-0091,285.46,PO-405847,2025-02-09,2025-03-05,2025-03-08,27,3,0,2025
Supplier C,PART-0030,384.14,PO-405848,2024-10-03,2024-10-26,2024-10-31,28,5,0,2024
Supplier B,PART-0057,62.46,PO-405849,2025-02-17,2025-02-21,2025-02-18,1,-3,1,2025
Supplier C,PART-0082,124.21,PO-405850,2024-01-11,2024-01-15,2024-01-11,0,-4,1,2024
Supplier B,PART-0041,111.39,PO-405851,2025-01-26,2025-02-01,2025-01-30,4,-2,1,2025
Supplier C,PART-0067,103.9,PO-405852,2024-09-22,2024-09-28,2024-09-26,4,-2,1,2024
Supplier A,PART-0056,196.56,PO-405853,2025-03-31,2025-04-17,2025-04-26,26,9,0,2025
Supplier A,PART-0030,92.11,PO-405854,2025-01-16,2025-01-23,2025-01-23,7,0,1,2025
Supplier A,PART-0018,101.3,PO-405855,2024-11-19,2024-11-23,2024-11-21,2,-2,1,2024
Supplier B,PART-0048,126.91,PO-405856,2025-09-03,2025-09-10,2025-09-09,6,-1,1,2025
Supplier C,PART-0042,390.87,PO-405857,2025-10-28,2025-11-22,2025-12-01,34,9,0,2025
Supplier B,PART-0068,195.78,PO-405858,2024-10-02,2024-10-15,2024-10-22,20,7,0,2024
Supplier B,PART-0068,264.07,PO-405859,2024-06-23,2024-07-03,2024-07-15,22,12,0,2024
Supplier C,PART-0096,102.51,PO-405860,2024-02-04,2024-02-11,2024-02-09,5,-2,1,2024
Supplier C,PART-0037,325.49,PO-405861,2025-07-07,2025-07-29,2025-08-01,25,3,0,2025
Supplier B,PART-0003,389.04,PO-405862,2024-02-07,2024-02-24,2024-03-05,27,10,0,2024
Supplier B,PART-0028,359.42,PO-405863,2024-04-07,2024-04-18,2024-05-03,26,15,0,2024
Supplier C,PART-0068,51.35,PO-405864,2025-09-05,2025-09-08,2025-09-05,0,-3,1,2025
Supplier B,PART-0041,69.89,PO-405865,2024-09-27,2024-10-04,2024-10-04,7,0,1,2024
Supplier B,PART-0069,284.44,PO-405866,2024-02-06,2024-02-18,2024-02-22,16,4,0,2024
Supplier A,PART-0056,206.87,PO-405867,2025-10-16,2025-11-10,2025-11-22,37,12,0,2025
Supplier C,PART-0084,78.8,PO-405868,2024-05-14,2024-05-19,2024-05-19,5,0,1,2024
Supplier A,PART-0053,176.13,PO-405869,2024-03-17,2024-04-11,2024-04-25,39,14,0,2024
Supplier B,PART-0044,85.54,PO-405870,2024-09-08,2024-09-14,2024-09-10,2,-4,1,2024
Supplier C,PART-0082,65.44,PO-405871,2024-04-20,2024-04-27,2024-04-24,4,-3,1,2024
Supplier A,PART-0020,118.4,PO-405872,2024-08-11,2024-08-18,2024-08-13,2,-5,1,2024
Supplier C,PART-0040,379.61,PO-405873,2025-06-28,2025-07-15,2025-07-26,28,11,0,2025
Supplier B,PART-0071,346.47,PO-405874,2024-03-15,2024-03-30,2024-04-03,19,4,0,2024
Supplier B,PART-0089,189.91,PO-405875,2024-08-15,2024-09-07,2024-09-19,35,12,0,2024
Supplier C,PART-0017,282.19,PO-405876,2025-03-22,2025-04-14,2025-04-18,27,4,0,2025
Supplier B,PART-0092,367.87,PO-405877,2025-04-01,2025-04-25,2025-04-30,29,5,0,2025
Supplier A,PART-0100,294.13,PO-405878,2024-07-15,2024-08-04,2024-08-14,30,10,0,2024
Supplier B,PART-0093,274.72,PO-405879,2025-01-26,2025-02-11,2025-02-22,27,11,0,2025
Supplier A,PART-0026,123.66,PO-405880,2025-03-07,2025-03-14,2025-03-13,6,-1,1,2025
Supplier C,PART-0037,350.37,PO-405881,2024-12-31,2025-01-22,2025-01-24,24,2,0,2024
Supplier C,PART-0008,248.68,PO-405882,2025-09-29,2025-10-24,2025-10-26,27,2,0,2025
Supplier A,PART-0083,225.36,PO-405883,2025-09-07,2025-09-22,2025-09-23,16,1,0,2025
Supplier C,PART-0016,309.75,PO-405884,2024-03-19,2024-03-29,2024-04-13,25,15,0,2024
Supplier B,PART-0092,292.77,PO-405885,2024-10-13,2024-10-29,2024-11-01,19,3,0,2024
Supplier A,PART-0021,94.54,PO-405886,2024-09-20,2024-09-25,2024-09-20,0,-5,1,2024
Supplier B,PART-0033,257.67,PO-405887,2024-12-28,2025-01-08,2025-01-13,16,5,0,2024
Supplier A,PART-0018,125.42,PO-405888,2025-07-18,2025-07-25,2025-07-20,2,-5,1,2025
Supplier C,PART-0040,331.9,PO-405889,2024-03-16,2024-04-02,2024-04-06,21,4,0,2024
Supplier A,PART-0075,324.89,PO-405890,2024-04-11,2024-04-27,2024-05-08,27,11,0,2024
Supplier A,PART-0059,329.14,PO-405891,2024-08-14,2024-09-01,2024-09-11,28,10,0,2024
Supplier C,PART-0086,104.6,PO-405892,2024-07-09,2024-07-15,2024-07-11,2,-4,1,2024
Supplier A,PART-0061,359.03,PO-405893,2025-01-02,2025-01-17,2025-01-27,25,10,0,2025
Supplier A,PART-0089,189.53,PO-405894,2024-11-12,2024-11-26,2024-12-04,22,8,0,2024
Supplier C,PART-0032,390.93,PO-405895,2024-10-08,2024-10-26,2024-10-30,22,4,0,2024
Supplier B,PART-0059,116.32,PO-405896,2024-08-21,2024-08-24,2024-08-20,-1,-4,1,2024
Supplier A,PART-0005,95.25,PO-405897,2025-07-31,2025-08-07,2025-08-04,4,-3,1,2025
Supplier C,PART-0036,160.66,PO-405898,2025-02-18,2025-03-08,2025-03-15,25,7,0,2025
Supplier C,PART-0035,209.77,PO-405899,2025-10-18,2025-10-30,2025-11-14,27,15,0,2025
Supplier A,PART-0062,389.65,PO-405900,2025-09-26,2025-10-14,2025-10-29,33,15,0,2025
Supplier C,PART-0074,67.53,PO-405901,2025-05-21,2025-05-28,2025-05-27,6,-1,1,2025
Supplier B,PART-0076,252.23,PO-405902,2025-03-11,2025-03-27,2025-04-09,29,13,0,2025
Supplier C,PART-0032,282.57,PO-405903,2025-05-01,2025-05-17,2025-05-29,28,12,0,2025
